doc,word,n,tf,idf,tf_idf
Supriya Sule,control,2,4.302925989672978e-4,0,0
Supriya Sule,controller,1,2.151462994836489e-4,0,0
Supriya Sule,convenience,1,2.151462994836489e-4,0,0
Supriya Sule,coordination,1,2.151462994836489e-4,0,0
Supriya Sule,corporate,8,0.0017211703958691911,0,0
Supriya Sule,corporation,12,0.0025817555938037868,0,0
Supriya Sule,corrective,15,0.003227194492254733,0,0
Supriya Sule,corridor,3,6.454388984509467e-4,0,0
Supriya Sule,corridors,1,2.151462994836489e-4,0,0
Supriya Sule,cosmetics,1,2.151462994836489e-4,0,0
Supriya Sule,costs,1,2.151462994836489e-4,0,0
Supriya Sule,council,1,2.151462994836489e-4,0,0
Supriya Sule,countries,5,0.0010757314974182443,0,0
Supriya Sule,courses,1,2.151462994836489e-4,0,0
Supriya Sule,court,2,4.302925989672978e-4,0,0
Supriya Sule,courts,1,2.151462994836489e-4,0,0
Supriya Sule,cover,2,4.302925989672978e-4,0,0
Supriya Sule,coverage,2,4.302925989672978e-4,0,0
Supriya Sule,covered,3,6.454388984509467e-4,0,0
Supriya Sule,covid,1,2.151462994836489e-4,0,0
Supriya Sule,crashes,1,2.151462994836489e-4,0,0
Supriya Sule,create,2,4.302925989672978e-4,0,0
Supriya Sule,created,3,6.454388984509467e-4,0,0
Supriya Sule,creating,2,4.302925989672978e-4,0,0
Supriya Sule,creation,1,2.151462994836489e-4,0,0
Supriya Sule,credit,3,6.454388984509467e-4,0,0
Supriya Sule,criteria,5,0.0010757314974182443,0,0
Supriya Sule,crops,6,0.0012908777969018934,0,0
Supriya Sule,crude,6,0.0012908777969018934,0,0
Supriya Sule,cultivation,3,6.454388984509467e-4,0,0
Supriya Sule,current,32,0.0068846815834767644,0,0
Supriya Sule,currently,1,2.151462994836489e-4,0,0
Supriya Sule,customer,1,2.151462994836489e-4,0,0
Supriya Sule,customers,1,2.151462994836489e-4,0,0
Supriya Sule,cycle,1,2.151462994836489e-4,0,0
Supriya Sule,dairies,1,2.151462994836489e-4,0,0
Supriya Sule,dairy,2,4.302925989672978e-4,0,0
Supriya Sule,dangerous,1,2.151462994836489e-4,0,0
Supriya Sule,dated,1,2.151462994836489e-4,0,0
Supriya Sule,dattatray,2,4.302925989672978e-4,0,0
Supriya Sule,decade,2,4.302925989672978e-4,0,0
Supriya Sule,decided,2,4.302925989672978e-4,0,0
Supriya Sule,decision,1,2.151462994836489e-4,0,0
Supriya Sule,decisions,1,2.151462994836489e-4,0,0
Supriya Sule,declaration,1,2.151462994836489e-4,0,0
Supriya Sule,dedicated,2,4.302925989672978e-4,0,0
Supriya Sule,deduction,2,4.302925989672978e-4,0,0
Supriya Sule,default,1,2.151462994836489e-4,0,0
Supriya Sule,defaulters,4,8.605851979345956e-4,0,0
Supriya Sule,defaulting,1,2.151462994836489e-4,0,0
Supriya Sule,defects,1,2.151462994836489e-4,0,0
Supriya Sule,defence,5,0.0010757314974182443,0,0
Supriya Sule,deficiencies,1,2.151462994836489e-4,0,0
Supriya Sule,defined,1,2.151462994836489e-4,0,0
Supriya Sule,definition,1,2.151462994836489e-4,0,0
Supriya Sule,definitions,2,4.302925989672978e-4,0,0
Supriya Sule,delay,1,2.151462994836489e-4,0,0
Supriya Sule,delaying,1,2.151462994836489e-4,0,0
Supriya Sule,delays,1,2.151462994836489e-4,0,0
Supriya Sule,delivery,3,6.454388984509467e-4,0,0
Supriya Sule,demand,1,2.151462994836489e-4,0,0
